Temperature,Strategy,Score,Model,Control,Words
Mid,Original Instructions,,Randomization,Randomization,"['papal', 'refers', 'outelectroluminescenctiveness', 'canonicalizes', 'overparoxetinally', 'councilman', 'overgenderfluiditication', 'pluckers', 'supernaturally', 'misnaltrexonation']"
Mid,Original Instructions,,Randomization,Randomization,"['mechanics', 'overcyclobenzaprinible', 'peonies', 'bodysides', 'accursedly', 'miscyanocobalaminally', 'inapt', 'yobboes', 'disemboweled', 'supertanker']"
Mid,Original Instructions,88.28229702119381,Randomization,Randomization,"['workforce', 'overneuroendocrinologiably', 'exhorted', 'sterner', 'setters', 'misheterophobiativeness', 'enterobacteria', 'chinstrap', 'unaesthetic', 're-enforced']"
Mid,Original Instructions,97.97119477822557,Randomization,Randomization,"['turmoilably', 'vegged', 'gadgets', 'anticonvulsants', 'call', 'seed-cord', 'intarsia', 'trichopterans', 'pathfinder', 'economization']"
Mid,Original Instructions,,Randomization,Randomization,"['itinerants', 'verger', 'metrologist', 'huckabacks', 'outspectrophotometrication', 'bedeguar', 'defensibilitiably', 'intercommunity', 'sparticle', 'overorientalityible']"
Mid,Original Instructions,,Randomization,Randomization,"['powders', 'whiffs', 'azidothymidiniser', 'indecencies', 'methanoic', 'overfootwearisability', 'paellas', 'underdefconisable', 'smiley', 'outneurofeedback']"
Mid,Original Instructions,,Randomization,Randomization,"['leukaemogenesisation', 'steels', 'pentasyllabic', 'profundity', 'august', 'balkanising', 'selectman', 'commiserations', 'demonetizations', 'huntresses']"
Mid,Original Instructions,,Randomization,Randomization,"['brogans', 'arctophilisability', 'overoogamially', 'criminal', 'monarchisms', 'picky', 'parlor', 'misoximetrisable', 'proturan', 'overstate']"
Mid,Original Instructions,87.28739090568428,Randomization,Randomization,"['spicier', 'outflanking', 'potties', 'dedans', 'blanc', 'psychotherapeutical', 'awe-inspiring', 'typicalityry', 'unscrupulously', 'speaking-tube']"
Mid,Original Instructions,,Randomization,Randomization,"['reiterated', 'chanteuses', 'desist', 'lemongrassisers', 'misinteropisability', 'extractions', 'outneurofeedbackisability', 'rayless', 'zydecoisable', 'appreciatively']"
Mid,Original Instructions,93.00651650635689,Randomization,Randomization,"['outdesipramination', 'seepages', 'pullbacks', 'disabler', 'phyllotaxy', 'coming', 'batterer', 'brokering', 'initializer', 'watchstraps']"
Mid,Original Instructions,91.25663771171558,Randomization,Randomization,"['reverses', 'cyberstud', 'jeopardize', 'overantihydrogen', 'spanglier', 'infester', 'amok', 'insured', 'bouldered', 'counter-insurgency']"
Mid,Original Instructions,,Randomization,Randomization,"['hurtfully', 'outchoucroutation', 'sermonizes', 'overorthodontiatisability', 'outwards', 'radiographing', 'misableismisability', 'bullfinches', 'ixias', 'bagpipes']"
Mid,Original Instructions,,Randomization,Randomization,"['fireflies', 'overcitrininably', 'overoutercourse', 'overrosemarication', 'unreasoned', 'neurobiochemistrication', 'multitaskers', 'disharmonies', 'radiantly', 'trapdoors']"
Mid,Original Instructions,,Randomization,Randomization,"['pilloried', 'uncontended', 'overomnificencisability', 'outelectrodesiccationiser', 'temporariness', 'sunned', 'misanalysed', 'misoritavancinativeness', 'scathe', 'magnanimity']"
Mid,Original Instructions,,Randomization,Randomization,"['lungworts', 'dilapidated', 'plushly', 'alternation', 'artifacts', 'ailurophobe', 'apollos', 'lichenologially', 'misqueenhoodiser', 'overleguminations']"
Mid,Original Instructions,,Randomization,Randomization,"['pyxes', 'cauldron', 'muscularities', 'overbuspironation', 'forecloses', 'longish', 'circumambulation', 'palatality', 'deliriant', 'overoverinsuranctions']"
Mid,Original Instructions,,Randomization,Randomization,"['obituarising', 'facilities', 'louver', 'misoxcarbazepine', 'bloat', 'housetop', 'denouncements', 'groped', 'coattested', 'adorant']"
Mid,Original Instructions,,Randomization,Randomization,"['leiomyoma', 'missus', 'placophoran', 'flavoprotein', 'cistus', 'orchestrally', 'summer', 'cybersanghas', 'outdenialismiser', 'subtlenesses']"
Mid,Original Instructions,89.23140099178272,Randomization,Randomization,"['overbiogerontologiably', 'surrogates', 'demined', 'unflashiness', 'paddlefish', 'betrothed', 'wracks', 'buffo', 'hypnotic', 'constant']"
Mid,Original Instructions,,Randomization,Randomization,"['cat-sitter', 'ta', 'overcyberphobiativeness', 'skullcap', 'overvocalesisability', 'chargehands', 'palaeomagnetismably', 'outpreliteracially', 'sixty-sevenfold', 'misbushmeativeness']"
Mid,Original Instructions,,Randomization,Randomization,"['miscybermaniaably', 'codetermines', 'outheadwearible', 'teachable', 'overextensibilitiser', 'trimeter', 'famishes', 'overreactionarismably', 'betoken', 'subshells']"
Mid,Original Instructions,,Randomization,Randomization,"['outelectrocatalysis', 'hypochondriac', 'ecdysone', 'outoximetricativeness', 'outethographisability', 'superparasite', 'overlicoricible', 'inheritable', 'man-made', 'gunpointiveness']"
Mid,Original Instructions,,Randomization,Randomization,"['owned', 'hoodwinks', 'overtriamterenably', 'querulous', 'drop-shot', 'desaturate', 'floormen', 'sandboards', 'mismindsharisable', 'pis']"
Mid,Original Instructions,89.35448972010973,Randomization,Randomization,"['mistrisodiumations', 'cyberlandible', 'hereditament', 'petulant', 'overoutercourse', 'radio-telephone', 'triumphal', 'trillions', 'curlier', 'landholders']"
Mid,Original Instructions,83.5628370266522,Randomization,Randomization,"['photogram', 'misergophobiatisability', 'bestially', 'unstratified', 'reconverting', 'railcars', 'yaws', 'misethylenediaminible', 'transliteration', 'confidants']"
Mid,Original Instructions,,Randomization,Randomization,"['previsualised', 'vigilantisms', 'pinwheel', 'romanizing', 'centrifuging', 'overrinderpestiser', 'headstock', 'impingement', 'outstagecraftisability', 'outgarbagisability']"
Mid,Original Instructions,94.33885496337446,Randomization,Randomization,"['outdiabesiticativeness', 'haute', 'overoseltamiviration', 'tetramers', 'cylinder', 'wraparound', 'gastrula', 'aversions', 'niggler', 'gumtree']"
Mid,Original Instructions,93.0995910185069,Randomization,Randomization,"['worldview', 'catabolising', 'nonfreezing', 'circumcisions', 'repurpose', 'endlessness', 'traveling', 'hardest', 'gazumped', 'affianced']"
Mid,Original Instructions,91.23781231748625,Randomization,Randomization,"['popularizations', 'unquenched', 'fierinesses', 'franchiser', 'miscisplatinisable', 'typhus', 'numerical', 'asserted', 'ump', 'cauterizes']"
Mid,Original Instructions,86.23478115254386,Randomization,Randomization,"['nobler', 'cryptococcosis', 'plummy', 'red-letter', 'butcher', 'apologizers', 'pictography', 'outcyberstalkingisability', 'unmolested', 'outerotomaniativeness']"
Mid,Original Instructions,80.12718370963734,Randomization,Randomization,"['rambly', 'capitulated', 'crumbiest', 'metastasise', 'zoonosis', 'subsecant', 'undisguised', 'poetaster', 'innovatory', 'exposure']"
Mid,Original Instructions,,Randomization,Randomization,"['aeroshell', 'scansion', 'machete', 'prototheme', 'camelhair', 'editorial', 'philosophises', 'armaments', 'misrumbowlinativeness', 'outaerobiologication']"
Mid,Original Instructions,94.33549414686331,Randomization,Randomization,"['embattled', 'mischasmogamy', 'overneurotoxicologicativeness', 'faucet', 'parietal', 'goiter', 'codebreakers', 'cephalosporins', 'balanitisation', 'tactics']"
Mid,Original Instructions,,Randomization,Randomization,"['omnificenction', 'narrative', 'outoxcarbazepination', 'faience', 'overbiohackingible', 'misferroelectricitications', 'autotuned', 'plughole', 'pshaw', 'burbot']"
Mid,Original Instructions,85.82362179184868,Randomization,Randomization,"['ethnocentrism', 'silicified', 'recontextualized', 'sworn', 'rollerblades', 'garganey', 'rejudging', 'disinclines', 'infiltrator', 'aeromodellers']"
Mid,Original Instructions,90.3377479611398,Randomization,Randomization,"['lipoprotein', 'xinafoate', 'depresses', 'radarscope', 'outbevacizumabation', 'misferroconcrete', 'inextensible', 'thrillers', 'subgroup', 'overrefractometry']"
Mid,Original Instructions,91.33674580903833,Randomization,Randomization,"['overxenogamisable', 'lapidation', 'slinky', 'isomers', 'hypercompetitive', 'predominately', 'grubworm', 'stepmom', 'outhardwarisability', 'golly']"
Mid,Original Instructions,95.37046156754175,Randomization,Randomization,"['aunt', 'pillowcases', 'maltreats', 'taurinativeness', 'pre-processing', 'misequalitarianismisable', 'humoresques', 'scrapped', 'logotype', 'encouraged']"
Mid,Original Instructions,,Randomization,Randomization,"['stabling', 'superproportioned', 'steamrollers', 'hemlock', 'smokily', 'misposthetomy', 'clamour', 'vril', 'bruxismativeness', 'flushest']"
Mid,Original Instructions,,Randomization,Randomization,"['robustnesses', 'outviralitisers', 'laceworkativeness', 'misrosemaryible', 'copy-editing', 'overgaydomisability', 'nephroid', 'crusaded', 'self-delusion', 'prebiotics']"
Mid,Original Instructions,89.5042016446118,Randomization,Randomization,"['unfeigned', 'non-comprehending', 'horniness', 'democratized', 'inferencing', 'spin-drier', 'action', 'albuminous', 'stowed', 'bronchodilations']"
Mid,Original Instructions,90.30466579607052,Randomization,Randomization,"['sequestering', 'bled', 'swage', 'polyamorous', 'heterological', 'abstrusenesses', 'wattles', 'sling', 'overmonophylisability', 'distances']"
Mid,Original Instructions,88.74938481847914,Randomization,Randomization,"['prize', 'convecting', 'ethicalities', 'impressionability', 'exhaustiveness', 'cleft', 'unstuffy', 'entrenchment', 'outantigravitisability', 'lowliest']"
Mid,Original Instructions,92.21961225957396,Randomization,Randomization,"['acuity', 'enchants', 'vocalesiser', 'sousing', 'servicing', 'gemmologist', 'exophthalmia', 'rewinds', 'capaciousnesses', 'gravel']"
Mid,Original Instructions,88.1283399780945,Randomization,Randomization,"['direfully', 'exceeder', 'misgourmandismisability', 'transmogrifying', 'instructive', 'individualist', 'epicentre', 'outnitazoxanidible', 'mark-ups', 'parsnip']"
Mid,Original Instructions,,Randomization,Randomization,"['theosophical', 'pankoally', 'misxenonisers', 'sign-offs', 'uninitialized', 'ornamentation', 'wheatgermation', 'prelacy', 'civilly', 'misascriptionations']"
Mid,Original Instructions,86.17190670693708,Randomization,Randomization,"['brecciate', 'marginalism', 'malapropos', 'postponement', 'pitchmen', 'barbecuing', 'missalvationismations', 'xerography', 'ravioli', 'beefs']"
Mid,Original Instructions,92.40061097559472,Randomization,Randomization,"['grosbeak', 'vocalizations', 'confederation', 'outergophobiation', 'nutriturisability', 'preposterous', 'snugness', 'supercritical', 'laced', 'overkleptoparasitismisability']"
Mid,Original Instructions,,Randomization,Randomization,"['downwellings', 'ratifier', 'overautogamication', 'importunates', 'cleverer', 'misactivewear', 'eyers', 'unseasonable', 'autoswitch', 'romanticise']"
Mid,Original Instructions,,Randomization,Randomization,"['overdatalogicativeness', 'jacket', 'scrupulousness', 'chaptalize', 'afterdampiser', 'saluting', 'foodshed', 'granulomatous', 'miselectrodesiccationiser', 'decommissioning']"
Mid,Original Instructions,86.29017367266808,Randomization,Randomization,"['creaky', 'glebes', 'dweller', 'downcomers', 'trounce', 'bailor', 'acrosomes', 'impressionist', 'overrainwatration', 'trammels']"
Mid,Original Instructions,,Randomization,Randomization,"['de-emphasiser', 'styler', 'overrampancicativeness', 'waggons', 'realty', 'exfoliative', 'reconsecrating', 'prawner', 'monotheistic', 'puerilely']"
Mid,Original Instructions,,Randomization,Randomization,"['scurfy', 'outlacewoosion', 'sagacitally', 'reproach', 'receptively', 'mantelshelf', 'shillelaghs', 'tombs', 'assonate', 'connoirers']"
Mid,Original Instructions,,Randomization,Randomization,"['misbiopharmingativeness', 'haphephobiativeness', 'horsewhipping', 'cretonnes', 'romcom', 'chateaubriands', 'plashes', 'deceived', 'outpresidentialismation', 'surety']"
Mid,Original Instructions,,Randomization,Randomization,"['overchemosurgericativeness', 'dilatorinesses', 'curliest', 'misgametogenesisations', 'fritterer', 'misganjatisable', 'restaurant', 'personifications', 'serviceability', 'sidesaddle']"
Mid,Original Instructions,92.03343064884274,Randomization,Randomization,"['operativeness', 'cuppas', 'enclosures', 're-elects', 'polyclinic', 'tricornes', 'presentimental', 'weighbridge', 'majeure', 'individualistic']"
Mid,Original Instructions,90.13188967295746,Randomization,Randomization,"['bombardiers', 'euro', 'outlevothyroxinisability', 'ribonucleotides', 'fluctuates', 'afters', 'outwakamation', 'coalescence', 'momently', 'outfilmdomisability']"
Mid,Original Instructions,86.53694389094395,Randomization,Randomization,"['elastase', 'overbiomining', 'utterly', 'tantalized', 'inertness', 'werewolves', 'extranuclear', 'epilithic', 'misbudwoodisable', 'cliticisation']"
Mid,Original Instructions,,Randomization,Randomization,"['vitals', 'ordinate', 'thundershower', 'antiscorbutics', 'orthokinesisability', 'forewarner', 'caparisoning', 'glamorize', 'padaukations', 'sporophylls']"
Mid,Original Instructions,95.25381922392911,Randomization,Randomization,"['followings', 'roboteer', 'renegade', 'decorators', 'lonely', 'itching', 'calypsos', 'completes', 'keratinocytes', 'caipirinha']"
Mid,Original Instructions,,Randomization,Randomization,"['divulges', 'hems', 'ohos', 'decolonise', 'glamming', 'outcrypsis', 'prosthetics', 'omnibus', 'sequestrator', 'mortalizes']"
Mid,Original Instructions,,Randomization,Randomization,"['mammies', 'disparately', 'stands', 'roller-skating', 'pansexualitisability', 'misaerophagy', 'tuberose', 'revolutioneering', 'loosest', 'overeutopiaation']"
Mid,Original Instructions,90.8099350613934,Randomization,Randomization,"['miscyberinformationation', 'testicular', 'intemperatenesses', 'instated', 'commissure', 'principality', 'fireballs', 'swaps', 'decompression', 'deerskins']"
Mid,Original Instructions,,Randomization,Randomization,"['permalinks', 'distiller', 'awakener', 'flatlined', 'ricotta', 'cheesepare', 'desensitisers', 'wheatgermally', 'macrocyte', 'nexus']"
Mid,Original Instructions,,Randomization,Randomization,"['overbiogerontologisable', 'superstitiousnesses', 'overneurochemistriably', 'scope', 'mispreadolescencially', 'sakis', 'busters', 'snip', 'giganticnesses', 'massiveness']"
Mid,Original Instructions,,Randomization,Randomization,"['anodise', 'outbinationably', 'overchlorthalidonations', 'long-sightednesses', 'unambitious', 'ceremonially', 'granaries', 'user-friendlinesses', 'outrotgutisable', 'outadiaphorismation']"
Mid,Original Instructions,,Randomization,Randomization,"['genua', 'unfixes', 'minibore', 'monotheistic', 'praseodymially', 'travel', 'pedicurists', 'crystallisations', 'outayahuascatisability', 'gimbling']"
Mid,Original Instructions,91.88066386429932,Randomization,Randomization,"['outsubsidiaritication', 'rightmost', 'phoenixes', 'misduloxetinible', 'microgeneration', 'choice', 'illuminative', 'tabulators', 'autoshaping', 'polled']"
Mid,Original Instructions,,Randomization,Randomization,"['qualification', 'optimality', 'overcyberjusticible', 'anarchism', 'colourer', 'unbendable', 'tricosanoic', 'motored', 'ponging', 'overgeomanciser']"
Mid,Original Instructions,,Randomization,Randomization,"['recurring', 'diffusivenesses', 'misenzymologications', 'vivisectionally', 'outpantoprazole', 'spellings', 'tumescences', 'unreserved', 'slicker', 'spectrometer']"
Mid,Original Instructions,,Randomization,Randomization,"['syngamous', 'festooned', 'beef', 'technocentric', 'stringed', 'clientelism', 'homburgs', 'outiodinably', 'laetriles', 'reinvest']"
Mid,Original Instructions,,Randomization,Randomization,"['eutrophies', 'spymaster', 'overdemonolatriser', 'prerequire', 'kittening', 'martians', 'assholes', 'glass-blowings', 'recounts', 'chartismably']"
Mid,Original Instructions,,Randomization,Randomization,"['attention', 'cyberstalkingations', 'buttermilks', 'commended', 'reinspect', 'conspire', 'ultimatums', 'widens', 'temporise', 'outbitrotally']"
Mid,Original Instructions,91.11905308051867,Randomization,Randomization,"['cottoning', 'monosyllables', 'tampers', 'degenerating', 'cubicle', 'bar', 'evolve', 'assents', 'misextensibilitally', 'disaffiliating']"
Mid,Original Instructions,86.07782239731576,Randomization,Randomization,"['pre-prepare', 'denialism', 'flightpath', 'denoter', 'brambling', 'cacciatora', 'outfibrogenesisable', 'biguanide', 'sartorial', 'diverticulosis']"
Mid,Original Instructions,,Randomization,Randomization,"['misvodunation', 'benching', 'miscyberprivacisable', 'overexcitement', 'squirrelly', 'jells', 'daybreaks', 'deems', 'chafferers', 'infotainment']"
Mid,Original Instructions,,Randomization,Randomization,"['lipline', 'hermitian', 'nasalisation', 'duffing', 'photoengraver', 'cymes', 'rehash', 'circumvallating', 'hang', 'outinherenceably']"
Mid,Original Instructions,93.92188042096977,Randomization,Randomization,"['ostentations', 'lordliest', 'unstratified', 'payouts', 'darling', 'bulldozers', 'lentil', 'carry-all', 'arrogantly', 'lazybones']"
Mid,Original Instructions,,Randomization,Randomization,"['outdiphenylcyanoarsinally', 'brachytherapies', 'outagmatinally', 'speechifies', 'gull', 'diclofenacativeness', 'micrographs', 'misescitalopramations', 'lachrymose', 'pansticks']"
Mid,Original Instructions,89.91760148638205,Randomization,Randomization,"['hillside', 'metronidazole', 'beclomethasonably', 'churlishly', 'obtuser', 'loggers', 'figment', 'mariachis', 'overaromanticism', 'verrucae']"
Mid,Original Instructions,,Randomization,Randomization,"['overpadaukisability', 'overgynephiliaably', 'overrepresentationismations', 'gingiva', 'cyberjournals', 'washed', 'generousnesses', 'outcyberprostitutionably', 'donepezil', 'weightily']"
Mid,Original Instructions,84.24460204092351,Randomization,Randomization,"['pranked', 'superfused', 'sullenness', 'validating', 'causewayed', 'adorer', 'overbiomorphismably', 'ladings', 'seventy-third', 'belched']"
Mid,Original Instructions,,Randomization,Randomization,"['mommies', 'reseat', 'misnixation', 'sub-editing', 'teensiest', 'monovalent', 'overneurovirulencisability', 'invincibleness', 'bistoury', 'citriculturably']"
Mid,Original Instructions,88.83657722976012,Randomization,Randomization,"['polliwog', 'misgeekerication', 'giving', 'antipathies', 'gentlefolks', 'outtamoxifenible', 'snaked', 'viscosities', 'cuckoldry', 'swarfs']"
Mid,Original Instructions,,Randomization,Randomization,"['misiofendylations', 'actuary', 'adventively', 'papa', 'grousing', 'embryogeny', 'sawbuck', 'cupids', 'quarterly', 'misformabilityry']"
Mid,Original Instructions,,Randomization,Randomization,"['neuropsychiatry', 'occipital', 'boaster', 'pitot', 'miscytochemistrisable', 'misdescendentalismisability', 'outarctophilially', 'outglobularitications', 'acrosinally', 'concatenating']"
Mid,Original Instructions,88.88281901715746,Randomization,Randomization,"['perforates', 'cranker', 'devise', 'misprimaquinisable', 'scurrying', 'sequent', 'strabismus', 'muzzier', 'eject', 'albuminuria']"
Mid,Original Instructions,89.82382445917297,Randomization,Randomization,"['lightsaber', 'herdsmen', 'overduloxetinations', 'white-out', 'crosscut', 'cannula', 'morsel', 'statehouse', 'turnouts', 'deplorably']"
Mid,Original Instructions,,Randomization,Randomization,"['miscategorises', 'outstardustiser', 'evasivenesses', 'hemispheric', 'outsadhanatisable', 'oogamication', 'unwarrantable', 'documenting', 'menially', 'rowlocks']"
Mid,Original Instructions,,Randomization,Randomization,"['balconied', 'geniocracisability', 'mindsharatory', 'overredwater', 'midriffs', 'potholed', 'doweled', 'miszitially', 'dissentient', 'jackal']"
Mid,Original Instructions,,Randomization,Randomization,"['perishable', 'analysands', 'margates', 'pointillist', 'sneakingly', 'bacne', 'nonvoter', 'autoswitches', 'fiddliest', 'diamante']"
Mid,Original Instructions,,Randomization,Randomization,"['misvetivertible', 'bentwood', 'misoxycodonations', 'rebooking', 'macrostructural', 'eviscerated', 'outdeclinism', 'rumba', 'happen', 'escalloped']"
Mid,Original Instructions,93.33646706817191,Randomization,Randomization,"['outoxcarbazepination', 'photometrically', 'communize', 'undersides', 'toy', 'hydrogeological', 'specialize', 'countermark', 'balanitisation', 'recommit']"
Mid,Original Instructions,,Randomization,Randomization,"['watermills', 'nuttish', 'gabbroic', 'misraggativeness', 'outeutopiaably', 'agrochemistrication', 'misfreewarations', 'linkification', 'slink', 'physiogeny']"
Mid,Original Instructions,,Randomization,Randomization,"['medievalising', 'sub-clause', 'outbiopreservationisable', 'twitch', 'nystatinisers', 'outnousisability', 'girlhoods', 'overcisplatiniser', 'timeshifting', 'bromines']"
Mid,Original Instructions,88.55044664081905,Randomization,Randomization,"['fricking', 'groaned', 'gritting', 'orcs', 'cyberpirates', 'dehumidifier', 'blurting', 'fraud', 'peculators', 'overnitroxion']"
Mid,Original Instructions,89.42663040350384,Randomization,Randomization,"['sift', 'pedestals', 'woofers', 'ternaries', 'overspecialised', 'elevates', 'heretofore', 'enchantments', 'riposting', 'eidos']"
Mid,Original Instructions,,Randomization,Randomization,"['processioned', 'dusts', 'neurogenesisably', 'dehumanizer', 'clingers', 'fascinates', 'poi', 'extroverting', 'processors', 'imbeciles']"
Mid,Original Instructions,86.95672546049542,Randomization,Randomization,"['outneuroprotectionally', 'flouters', 'enframing', 'reworded', 'controversially', 'discomfits', 'whelks', 'galleried', 'mispotassium', 'chromosomes']"
Mid,Original Instructions,,Randomization,Randomization,"['childmind', 'cyberprivacially', 'cybersurgeon', 'nymphomanias', 'firepit', 'deputy', 'typifying', 'destructively', 'backhandedly', 'rejigger']"
Mid,Original Instructions,,Randomization,Randomization,"['trivialisation', 'ferrofluids', 'draughtsmanships', 'snuffler', 'blurriness', 'rebalance', 'jewelleryible', 'powerlessnesses', 'caravansaries', 'interceders']"
Mid,Original Instructions,,Randomization,Randomization,"['overbloatwarably', 'viscometers', 'wankers', 'outorangewoosiveness', 'racialisms', 'overelectrofulgurationativeness', 'freehandedly', 'missagacityry', 'hemorrhaging', 'manufacturability']"
Mid,Original Instructions,89.05606442836245,Randomization,Randomization,"['perjure', 'overgobbledegookations', 'soft-paste', 'mishomogamication', 'monogrammed', 'masculine', 'outlasts', 'impulsively', 'frenetic', 'transplanted']"
Mid,Original Instructions,,Randomization,Randomization,"['outmodafinillably', 'betokens', 'dewberries', 'misorganonymially', 'squatly', 'subternatural', 'literatures', 'outzidovudinisability', 'gynaecomastiatisability', 'demerara']"
Mid,Original Instructions,,Randomization,Randomization,"['masculine', 'outexperimentalismably', 'glamorizer', 'mistrichotillomaniaation', 'outbutterscotch', 'intonates', 'catechetical', 'consume', 'springboks', 'protolanguages']"
Mid,Original Instructions,95.09708233917587,Randomization,Randomization,"['clubs', 'byproduct', 'self-immolation', 'webmail', 'overcrimewarisability', 'unquestionably', 'bluestockings', 'haemostasis', 'outfettucciniser', 'phallocentricity']"
Mid,Original Instructions,,Randomization,Randomization,"['ulcerous', 'skullcap', 'ftping', 'outcyberracismativeness', 'shovels', 'palpabilitications', 'bombardon', 'beg', 'pregerminates', 'south-westerlies']"
Mid,Original Instructions,,Randomization,Randomization,"['after-effect', 'miselectroreceptionations', 'ricocheting', 'shipmate', 'photoreceptors', 'uncorrected', 'tangiest', 'uniquer', 'overcamostat', 'unobservantly']"
Mid,Original Instructions,88.31916137142122,Randomization,Randomization,"['brainstorm', 'well-spoken', 'antidoted', 'vegetate', 'cathartic', 'orebody', 'roomy', 'oxaloacetic', 'hellions', 'artesunates']"
Mid,Original Instructions,,Randomization,Randomization,"['unlaces', 'arborescences', 'supercomputing', 'stepdads', 'outmacroscopation', 'behaviourally', 'mirthfulness', 'nanostructures', 'misgermophobiation', 'mopers']"
Mid,Original Instructions,,Randomization,Randomization,"['outdefcons', 'applauded', 'stators', 'docents', 'overbiophobiaation', 'serialises', 'coalitionists', 'missrirachatiser', 'depurators', 'bromoformiser']"
Mid,Original Instructions,88.2664366334958,Randomization,Randomization,"['ancientnesses', 'imperishables', 'thorns', 'calicoes', 'augured', 'blocked', 'finial', 'voussoir', 'umlaut', 'impressments']"
Mid,Original Instructions,,Randomization,Randomization,"['renascence', 'artillery', 'outgermaphobia', 'overdrunk', 'hepatoblastomas', 'overgeneralizing', 'occulting', 'freighters', 'gaslights', 'gradabilitication']"
Mid,Original Instructions,,Randomization,Randomization,"['nonsocial', 'misbiogerontology', 'jumpier', 'glabellae', 'classmanship', 'yachts', 'outexoplanetologication', 'vitalizing', 'outinherencially', 'outcast']"
Mid,Original Instructions,,Randomization,Randomization,"['preshared', 'fundholder', 'cyberhacker', 'pederasty', 'overorientalitiably', 'thronging', 'biodiverse', 'exacting', 'cataplexy', 'reservatus']"
Mid,Original Instructions,,Randomization,Randomization,"['rivalry', 'challises', 'concertizes', 'prestructuring', 'knowledgeable', 'misnitrochalkisability', 'dons', 'impassions', 'sportsmanlike', 'pebbles']"
Mid,Original Instructions,,Randomization,Randomization,"['overcrypsisiveness', 'vaccinial', 'electrocutions', 'forejudging', 'scuttle', 'phloems', 'postman', 'justiceless', 'quebrachos', 'disinheritance']"
Mid,Original Instructions,,Randomization,Randomization,"['non-theistic', 'high-cal', 'outdubstepally', 'miszazenation', 'counter-intuitive', 'abscissions', 'praepubis', 'foolhardiness', 'apsis', 'hunt']"
Mid,Original Instructions,,Randomization,Randomization,"['linebackers', 'pricklinesses', 'appropriates', 'overgerontophiliatisable', 'overpremillennialismible', 'defconally', 'allegorise', 'reaped', 'intersession', 'unsaying']"
Mid,Original Instructions,,Randomization,Randomization,"['uncollimated', 'misemollienction', 'miscategorising', 'inarticulable', 'narcissisms', 'barrings', 'bowsprit', 'polysemy', 'lxii', 'undoable']"
Mid,Original Instructions,,Randomization,Randomization,"['foliage', 'overacrosinably', 'registrable', 'slumber', 'asthenospheric', 'miscyberterrorismably', 'bluethroat', 'stared', 'cosmical', 'overgrippe']"
Mid,Original Instructions,,Randomization,Randomization,"['excused', 'abortifacient', 'woodsmocativeness', 'crowbaits', 'misbromocriptinations', 'mien', 'distract', 'depoliticising', 'desalinations', 'misbloatwarably']"
Mid,Original Instructions,,Randomization,Randomization,"['wayfaring', 'evaded', 'alertly', 'overdetemir', 'descriptivismisable', 'dishonourable', 'dishier', 'binding', 'hyperlinks', 'extirpators']"
Mid,Original Instructions,,Randomization,Randomization,"['nixible', 'touchdowns', 'boondocks', 'diboranible', 'misnotes', 'entoflexid', 'everyhow', 'gaylussitably', 'pathologists', 'civilizing']"
Mid,Original Instructions,,Randomization,Randomization,"['misbiorheologisability', 'introspectivenesses', 'sabadillas', 'metallurgists', 'crinkles', 'miscarboxyible', 'maniraptorans', 'intuited', 'barracudinas', 'destructed']"
Mid,Original Instructions,88.3692136680498,Randomization,Randomization,"['tinsels', 'miscilantroations', 'cuts', 'outactiniisability', 'underthings', 'orbited', 'scraper', 'coifs', 'revaluate', 'propernesses']"
Mid,Original Instructions,,Randomization,Randomization,"['overjihadismatory', 'autodetected', 'frilled', 'localizations', 'chads', 'overactivewearisable', 'synch', 'resining', 'outbookworkisability', 'outprotandrications']"
Mid,Original Instructions,92.34884976156822,Randomization,Randomization,"['multifactorial', 'bubbling', 'charts', 'mischasmogamy', 'huarache', 'sulfapyridinably', 'bigmouth', 'disfigured', 'squalid', 'dilatoriness']"
Mid,Original Instructions,,Randomization,Randomization,"['lei', 'surjective', 'capitalistic', 'woodenwarativeness', 'taffrail', 'helpers', 'cyberfantasies', 'drizzles', 'misintersexualitally', 'geekspeakations']"
Mid,Original Instructions,,Randomization,Randomization,"['overtyping', 'microspheres', 'breathe', 'misorganonymyible', 'spiritlessness', 'assassins', 'outrosuvastatination', 'misspatterware', 'ubiquitarianismisability', 'outsulfapyridinably']"
Mid,Original Instructions,,Randomization,Randomization,"['disunites', 'outvetivertisability', 'overwarfarinisability', 'rejoicings', 'sucklers', 'confident', 'innersoles', 'untravelled', 'confit', 'helplessness']"
Mid,Original Instructions,,Randomization,Randomization,"['forceable', 'dinguses', 'dissipating', 'rock-bottom', 'miscryptovirologiably', 'plead', 'orthotectonic', 'filch', 'counterboring', 'outrangatiratangaible']"
Mid,Original Instructions,90.56307000991339,Randomization,Randomization,"['clodding', 'idealisms', 'citriculturably', 'yarrows', 'unlicensed', 'dictate', 'outbiogeochemistry', 'consing', 'websites', 'freelancing']"
Mid,Original Instructions,,Randomization,Randomization,"['anatomy', 'levodopaation', 'therapist', 'evacuative', 'sextons', 'obtentionation', 'idiomatic', 'amelioration', 'counterfoil', 'crumminess']"
Mid,Original Instructions,88.45822471619664,Randomization,Randomization,"['barenesses', 'locusts', 'intercutting', 'waterhens', 'gliomas', 'overcyberloafingably', 'gasifier', 'cerises', 'unfavourably', 'captions']"
